rn_guess,react_renderer,confidence,start_app_version,start_app_build,start_external_version_id,start_build_timestamp,end_app_version,end_app_build,end_external_version_id,end_build_timestamp,build_count
<=0.59.x,,medium,8.1.46715,8.1.0.46715,822306851,2017-06-23T13:28:48,8.1.46715,8.1.0.46715,822306851,2017-06-23T13:28:48,1
0.63.x,16.13.0,medium,8.79.92,8.79.0.92,845553986,2021-11-24T10:09:12,8.82.403,8.82.0.403,847669772,2022-03-10T09:47:08,7
0.66.x,,medium,8.83.408,8.83.0.408,848201751,2022-04-13T11:35:58,8.96.3409,8.96.0.409,856507877,2023-04-19T04:17:08,7
0.71.x,,medium,8.97.3203,8.97.0.203,856630693,2023-04-21T07:14:50,8.150.3125,8.150.0.125,874426597,2025-04-30T11:51:12,4
