rn_guess,react_renderer,confidence,source_quality,start_app_version,start_app_build,start_external_version_id,start_build_timestamp,end_app_version,end_app_build,end_external_version_id,end_build_timestamp,build_count
unknown,,low,,14.1.27,140100270,140100270,2026-01-14,14.19.22,141900220,141900220,2026-05-21,19
