from_rn_guess,from_app_version,from_app_build,from_external_version_id,from_build_timestamp,to_rn_guess,to_app_version,to_app_build,to_external_version_id,to_build_timestamp
<=0.59.x,1.25.1,247,833725635,2019-11-21T09:03:20,0.62.x,1.32.2,307,836603213,2020-06-26T19:54:28
0.62.x,1.32.2,307,836603213,2020-06-26T19:54:28,0.64.x,1.42.1,354,841615444,2021-04-19T09:35:08
0.64.x,1.42.1,354,841615444,2021-04-19T09:35:08,0.67.x-0.68.x,1.50.1,388,847846923,2022-03-19T06:56:14
0.67.x-0.68.x,1.50.1,388,847846923,2022-03-19T06:56:14,0.71.x,2.5.1,476,858033829,2023-06-21T10:43:46
0.71.x,2.15.0,512,865238349,2024-03-28T13:46:14,0.74.x-0.76.x,2.24.1,593,871824274,2025-01-17T08:59:54
0.74.x-0.76.x,2.33.1,680,879109604,2025-10-17T10:16:34,0.77.x,2.40.0,749,885697976,2026-05-05T16:18:52
