from_rn_guess,from_app_version,from_app_build,from_external_version_id,from_build_timestamp,to_rn_guess,to_app_version,to_app_build,to_external_version_id,to_build_timestamp
0.79.x,2.239.0,3372633,3372633,2026-02-11,0.81.x,2.240.0,3376891,3376891,2026-02-19
