from_rn_guess,from_app_version,from_app_build,from_external_version_id,from_build_timestamp,to_rn_guess,to_app_version,to_app_build,to_external_version_id,to_build_timestamp
0.79.x,10.2605.0,220449,220449,2026-02-04,0.60.x,10.2606.1,223088,223088,2026-02-11
