from_rn_guess,from_app_version,from_app_build,from_external_version_id,from_build_timestamp,to_rn_guess,to_app_version,to_app_build,to_external_version_id,to_build_timestamp
0.79.x,10.2605.0,220442,882018171,2026-01-30T00:12:14,0.82.x or newer,10.2606.0,222553,882242969,2026-02-06T21:22:24
