rn_guess,react_renderer,confidence,start_app_version,start_app_build,start_external_version_id,start_build_timestamp,end_app_version,end_app_build,end_external_version_id,end_build_timestamp,build_count
unknown,,low,,1,3572654,2011-04-19T14:33:18,6.22,3,821390341,2017-03-24T12:56:48,6
<=0.59.x,,medium,6.43,3,825777860,2018-01-26T11:48:20,8.3.1,6,834596156,2020-02-04T17:36:44,2
0.63.x,,medium,9.42,3,845855528,2021-12-10T12:37:04,9.42,3,845855528,2021-12-10T12:37:04,1
unknown,,low,12.8,4,864203388,2024-03-05T23:09:36,14.19,2,885829462,2026-05-19T19:58:16,2
