rn_guess,react_renderer,confidence,start_app_version,start_app_build,start_external_version_id,start_build_timestamp,end_app_version,end_app_build,end_external_version_id,end_build_timestamp,build_count
<=0.59.x,,medium,366.0.0.24.290,930594021,930594021,2026-04-08,372.0.1.34.252,975394013,975394013,2026-05-20,10
