from_rn_guess,from_app_version,from_app_build,from_external_version_id,from_build_timestamp,to_rn_guess,to_app_version,to_app_build,to_external_version_id,to_build_timestamp
unknown,374.0.0.43.110,504412928,504412928,2025-04-01,unknown,400.0.0.38.68,507007017,507007017,2025-09-28
