rn_guess,react_renderer,confidence,start_app_version,start_app_build,start_external_version_id,start_build_timestamp,end_app_version,end_app_build,end_external_version_id,end_build_timestamp,build_count
unknown,,low,,1.0,2053200,2009-10-14T07:39:00,8.62.0,1259079,885918024,2026-05-22T09:42:08,12
