rn_guess,react_renderer,confidence,start_app_version,start_app_build,start_external_version_id,start_build_timestamp,end_app_version,end_app_build,end_external_version_id,end_build_timestamp,build_count
unknown,,unknown,2026.03.27-release,348060,348060,2026-03-31,2026.05.15-release,355060,355060,2026-05-20,10
