ipa,external_version_id,bundle_id,app_version,app_build,build_timestamp,release_channel,sentry_release,bundle_member,hbc_version,react_renderer,rn_guess,confidence,has_virtual_view_mode_export,has_react_native_version_export,has_unstable_enable_logbox_export,has_experimental_layout_conformance_export,has_register_callable_module_export,has_dev_menu_export,has_set_up_dom,has_use_animated_value_export,has_segmented_control_ios_export,has_date_picker_android_export,has_picker_ios_export,has_status_bar_ios_export,has_root_tag_context_export,has_unstable_root_tag_context_export,has_platform_color_export,has_dynamic_color_ios_export,has_pressable_export,has_color_android_export,has_check_box_export,has_tv_event_handler_export,has_use_window_dimensions_export,has_native_dialog_manager_android_export,has_turbo_module_registry_export,has_virtualized_section_list_export,has_app_registry_marker,has_batched_bridge_marker,has_native_modules_marker,has_style_sheet_marker,cryptid,notes
ipas/artsy/artsy_033_878228231_878228231.ipa,878228231,net.artsy.artsy,8.84.0,2025.09.30.18,2025-09-30T18:40:22,,,Payload/Artsy.app/main.jsbundle,96,19.0.0,0.79.x,medium,false,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,Renderer is 19.0.0 and RN index marker unstable_enableLogBox is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_034_878986728_878986728.ipa,878986728,net.artsy.artsy,8.86.0,2025.10.30.16,2025-10-30T16:45:40,,,Payload/Artsy.app/main.jsbundle,96,19.0.0,0.79.x,medium,false,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,Renderer is 19.0.0 and RN index marker unstable_enableLogBox is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_035_879414424_879414424.ipa,879414424,net.artsy.artsy,8.87.0,2025.11.04.23,2025-11-05T00:28:54,,,Payload/Artsy.app/main.jsbundle,96,19.0.0,0.79.x,medium,false,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,Renderer is 19.0.0 and RN index marker unstable_enableLogBox is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_036_879541714_879541714.ipa,879541714,net.artsy.artsy,8.88.0,2025.11.12.13,2025-11-12T13:50:16,,,Payload/Artsy.app/main.jsbundle,96,19.0.0,0.79.x,medium,false,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,Renderer is 19.0.0 and RN index marker unstable_enableLogBox is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_037_879728163_879728163.ipa,879728163,net.artsy.artsy,8.89.0,2025.11.26.02,2025-11-26T03:36:00,,,Payload/Artsy.app/main.jsbundle,96,19.1.0,0.81.x,high,true,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker has VirtualViewMode, but not the ReactNativeVersion export added in 0.82. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_038_880132873_880132873.ipa,880132873,net.artsy.artsy,8.90.0,2025.12.10.15,2025-12-10T16:09:06,,,Payload/Artsy.app/main.jsbundle,96,19.1.0,0.81.x,high,true,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker has VirtualViewMode, but not the ReactNativeVersion export added in 0.82. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_001_23362671_23362671.ipa,23362671,net.artsy.artsy,1.0,140,2013-09-11T08:08:16,,,,,,unknown,low,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,No JS bundle was found in the app bundle. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_001_848346625_848346625.ipa,848346625,net.artsy.artsy,7.3.5,2022.04.22.16,2022-04-22T09:27:38,,,,,,unknown,low,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,No JS bundle was found in the app bundle. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_002_813854322_813854322.ipa,813854322,net.artsy.artsy,2.3.0,2015.10.15,2015-10-15T06:34:48,,,,,,unknown,low,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,No JS bundle was found in the app bundle. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_002_850658817_850658817.ipa,850658817,net.artsy.artsy,8.0.1,2022.07.06.15,2022-07-06T09:23:26,,,Payload/Artsy.app/main.jsbundle,,,0.66.x,medium,false,false,true,false,false,false,false,false,true,true,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index markers PickerIOS and StatusBarIOS, removed in 0.66, are absent; DatePickerAndroid is still present. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_003_819785407_819785407.ipa,819785407,net.artsy.artsy,3.0.2,2016.11.18.18,2016-11-18T18:28:28,,,,,,unknown,low,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,No JS bundle was found in the app bundle. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_003_851980417_851980417.ipa,851980417,net.artsy.artsy,8.1.1,2022.09.15.12,2022-09-15T06:25:14,,,Payload/Artsy.app/main.jsbundle,,,0.66.x,medium,false,false,true,false,false,false,false,false,true,true,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index markers PickerIOS and StatusBarIOS, removed in 0.66, are absent; DatePickerAndroid is still present. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_004_829378244_829378244.ipa,829378244,net.artsy.artsy,4.3.4,2018.12.05.11,2018-12-05T12:28:10,,,,,,unknown,low,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,No JS bundle was found in the app bundle. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_004_855851059_855851059.ipa,855851059,net.artsy.artsy,8.11.0,2023.04.05.11,2023-04-05T04:55:24,,,Payload/Artsy.app/main.jsbundle,,,0.67.x-0.68.x,medium,false,false,true,false,false,false,false,false,true,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker DatePickerAndroid, removed in 0.67, is absent; SegmentedControlIOS is still present. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_005_835925400_835925400.ipa,835925400,net.artsy.artsy,6.4.5,2020.05.20.16,2020-05-24T16:07:34,,,,,,unknown,low,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,No JS bundle was found in the app bundle. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_005_857210092_857210092.ipa,857210092,net.artsy.artsy,8.12.6,2023.05.23.01,2023-05-22T18:56:34,,,Payload/Artsy.app/main.jsbundle,,,0.69.x-0.70.x,medium,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker SegmentedControlIOS, removed in 0.69, is absent; useAnimatedValue from 0.71 is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_006_840360245_840360245.ipa,840360245,net.artsy.artsy,6.7.8,2021.02.17.15,2021-02-17T08:01:04,,,,,,unknown,low,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,No JS bundle was found in the app bundle. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_006_858772815_858772815.ipa,858772815,net.artsy.artsy,8.18.0,2023.08.11.08,2023-08-11T01:27:18,,,Payload/Artsy.app/main.jsbundle,85,,0.69.x-0.70.x,medium,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker SegmentedControlIOS, removed in 0.69, is absent; useAnimatedValue from 0.71 is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_007_846750580_846750580.ipa,846750580,net.artsy.artsy,7.2.0,2022.02.03.14,2022-02-03T06:26:20,,,,,,unknown,low,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,No JS bundle was found in the app bundle. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_007_862393653_862393653.ipa,862393653,net.artsy.artsy,8.30.0,2024.01.10.11,2024-01-10T03:18:00,,,Payload/Artsy.app/main.jsbundle,94,,0.71.x,medium,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,RN index marker useAnimatedValue is present; setUpDOM from 0.72 is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_008_853926190_853926190.ipa,853926190,net.artsy.artsy,8.5.0,2023.01.04.16,2023-01-04T08:41:22,,,Payload/Artsy.app/main.jsbundle,,,0.66.x,medium,false,false,true,false,false,false,false,false,true,true,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index markers PickerIOS and StatusBarIOS, removed in 0.66, are absent; DatePickerAndroid is still present. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_008_865055308_865055308.ipa,865055308,net.artsy.artsy,8.37.0,2024.04.18.13,2024-04-18T14:04:18,,,Payload/Artsy.app/main.jsbundle,94,,0.71.x,medium,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,RN index marker useAnimatedValue is present; setUpDOM from 0.72 is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
