ipa,external_version_id,bundle_id,app_version,app_build,build_timestamp,release_channel,sentry_release,bundle_member,hbc_version,react_renderer,rn_guess,confidence,has_virtual_view_mode_export,has_react_native_version_export,has_unstable_enable_logbox_export,has_experimental_layout_conformance_export,has_register_callable_module_export,has_dev_menu_export,has_set_up_dom,has_use_animated_value_export,has_segmented_control_ios_export,has_date_picker_android_export,has_picker_ios_export,has_status_bar_ios_export,has_root_tag_context_export,has_unstable_root_tag_context_export,has_platform_color_export,has_dynamic_color_ios_export,has_pressable_export,has_color_android_export,has_check_box_export,has_tv_event_handler_export,has_use_window_dimensions_export,has_native_dialog_manager_android_export,has_turbo_module_registry_export,has_virtualized_section_list_export,has_app_registry_marker,has_batched_bridge_marker,has_native_modules_marker,has_style_sheet_marker,cryptid,notes
ipas/artsy/artsy_009_860773949_860773949.ipa,860773949,net.artsy.artsy,8.25.0,2023.11.01.10,2023-11-01T03:49:42,,,Payload/Artsy.app/main.jsbundle,89,,0.69.x-0.70.x,medium,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker SegmentedControlIOS, removed in 0.69, is absent; useAnimatedValue from 0.71 is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_009_867396792_867396792.ipa,867396792,net.artsy.artsy,8.45.0,2024.07.24.06,2024-07-24T06:55:44,,,Payload/Artsy.app/main.jsbundle,94,,0.71.x,medium,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,RN index marker useAnimatedValue is present; setUpDOM from 0.72 is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_010_868791215_868791215.ipa,868791215,net.artsy.artsy,8.51.0,2024.09.18.19,2024-09-18T20:15:58,,,Payload/Artsy.app/main.jsbundle,94,,0.71.x,medium,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,RN index marker useAnimatedValue is present; setUpDOM from 0.72 is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_010_870839577_870839577.ipa,870839577,net.artsy.artsy,8.58.0,2024.12.02.16,2024-12-02T16:57:26,,,Payload/Artsy.app/main.jsbundle,96,,0.74.x-0.76.x,medium,false,false,true,false,true,false,false,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker registerCallableModule is present, but the 0.77 DevMenu and 0.78 experimental_LayoutConformance markers are absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_011_872352155_872352155.ipa,872352155,net.artsy.artsy,8.65.0,2025.02.20.17,2025-02-20T18:21:16,,,Payload/Artsy.app/main.jsbundle,96,,0.74.x-0.76.x,medium,false,false,true,false,true,false,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker registerCallableModule is present, but the 0.77 DevMenu and 0.78 experimental_LayoutConformance markers are absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_011_875931219_875931219.ipa,875931219,net.artsy.artsy,8.78.0,2025.07.10.14,2025-07-10T14:39:06,,,Payload/Artsy.app/main.jsbundle,96,,0.74.x-0.76.x,medium,false,false,true,false,true,false,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker registerCallableModule is present, but the 0.77 DevMenu and 0.78 experimental_LayoutConformance markers are absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_012_874600048_874600048.ipa,874600048,net.artsy.artsy,8.71.0,2025.05.07.23,2025-05-07T23:56:04,,,Payload/Artsy.app/main.jsbundle,96,,0.74.x-0.76.x,medium,false,false,true,false,true,false,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker registerCallableModule is present, but the 0.77 DevMenu and 0.78 experimental_LayoutConformance markers are absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_012_885363722_885363722.ipa,885363722,net.artsy.artsy,9.9.0,2026.05.20.12.45,2026-05-20T12:59:44,,,Payload/Artsy.app/main.jsbundle,96,19.1.0,0.81.x,high,true,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker has VirtualViewMode, but not the ReactNativeVersion export added in 0.82. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_013_878584870_878584870.ipa,878584870,net.artsy.artsy,8.85.0,2025.10.15.08,2025-10-15T09:46:28,,,Payload/Artsy.app/main.jsbundle,96,19.0.0,0.79.x,medium,false,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,Renderer is 19.0.0 and RN index marker unstable_enableLogBox is absent. Native executable is FairPlay encrypted; exact native RN constants are not inspectable.
ipas/artsy/artsy_014_880543622_880543622.ipa,880543622,net.artsy.artsy,8.91.0,2026.01.14.11,2026-01-14T12:48:42,,,Payload/Artsy.app/main.jsbundle,96,19.1.0,0.81.x,high,true,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker has VirtualViewMode, but not the ReactNativeVersion export added in 0.82. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
ipas/artsy/artsy_015_883288595_883288595.ipa,883288595,net.artsy.artsy,9.2.1,2026.03.13.00,2026-03-13T00:58:16,,,Payload/Artsy.app/main.jsbundle,96,19.1.0,0.81.x,high,true,false,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,1,"RN index marker has VirtualViewMode, but not the ReactNativeVersion export added in 0.82. Native executable is FairPlay encrypted; exact native RN constants are not inspectable."
